procs -----------memory---------- ---swap-- -----io---- --system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in    cs us sy id wa
 1  0    144 2488204 117272 1247988    0    0     0    52 1174  2781 24  1 75  0
 1  0    144 2487676 117272 1247988    0    0     0     0 1188  3651 24  1 75  0
 1  0    144 2487676 117272 1247988    0    0     0    36 1158  3709 24  1 75  0
 1  0    144 2487756 117272 1247988    0    0     0     0 1159  3626 24  1 75  0
 1  0    144 2487436 117272 1247988    0    0     0     0 1159  3415 24  1 75  0
 1  0    144 2487500 117272 1247988    0    0     0    16 1157  2576 24  1 75  0
 1  0    144 2487620 117272 1247988    0    0     0     0 1165  2183 24  1 75  0
 1  0    144 2487684 117272 1247988    0    0     0    36 1206  3100 24  1 75  0
Mon Aug 18 15:00:54 PDT 2008
procs -----------memory---------- ---swap-- -----io---- --system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in    cs us sy id wa
 1  0    144 2487812 117272 1247988    0    0     1     9    3     1 10  1 88  0
 1  0    144 2487812 117272 1247988    0    0     0     0 1160  3182 24  1 75  0
 1  0    144 2486412 117272 1247988    0    0     0     0 1159  2699 24  1 75  0
 1  0    144 2486412 117272 1247988    0    0     0    36 1157  2159 24  1 75  0
 1  0    144 2486276 117272 1247988    0    0     0    64 1167  3455 24  1 75  0
 1  0    144 2486212 117272 1247988    0    0     0     2 1156  3084 24  1 75  0
 1  0    144 2486220 117272 1247988    0    0     0    18 1166  2372 24  1 75  0
 1  0    144 2485324 117272 1247988    0    0     0     0 1194  2943 25  1 74  0
 1  0    144 2485644 117272 1247988    0    0     0     0 1154  2606 24  1 75  0
 1  0    144 2485636 117272 1247988    0    0     0    36 1161  2443 24  1 75  0
 1  0    144 2485636 117272 1247988    0    0     0    62 1167  2988 24  1 75  0
 1  0    144 2485572 117272 1247988    0    0     0    18 1158  3454 24  1 75  0
 1  0    144 2483532 117272 1247988    0    0     0     0 1154  2524 24  1 75  0
 1  0    144 2484236 117272 1247988    0    0     0     0 1161  2440 24  1 75  0
 1  0    144 2484228 117272 1247988    0    0     0    42 1167  2935 24  1 75  0
 1  0    144 2484228 117272 1247988    0    0     0     0 1150  2470 24  1 75  0
 1  0    144 2484236 117272 1247988    0    0     0    18 1152  2966 24  1 75  0
 1  0    144 2484492 117272 1247988    0    0     0     0 1266  2793 24  1 75  0
 1  0    144 2484556 117272 1247988    0    0     0     0 1148  2770 24  1 75  0
 1  0    144 2485308 117272 1247988    0    0     0    42 1160  3136 24  1 75  0
 1  0    144 2485948 117272 1247988    0    0     0     0 1158  3798 24  1 75  0
procs -----------memory---------- ---swap-- -----io---- --system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in    cs us sy id wa
 1  0    144 2487292 117272 1247988    0    0     0    18 1168  3517 24  1 75  0
 1  0    144 2488268 117272 1247988    0    0     0     0 1149  2766 24  1 75  0
 1  0    144 2488140 117272 1247988    0    0     0     2 1159  3919 24  1 75  0
 1  0    144 2488708 117272 1247988    0    0     0    36 1164  2896 24  1 75  0
 1  0    144 2490116 117272 1247988    0    0     0     0 1160  3686 24  1 75  0
 1  0    144 2491148 117272 1247988    0    0     0    18 1157  3703 24  1 75  0
 1  0    144 2488332 117272 1247988    0    0     0     0 1154  3859 24  1 75  0
 1  0    144 2488332 117272 1247988    0    0     0    28 1158  3196 24  1 75  0
 1  0    144 2489348 117272 1247988    0    0     0    26 1175  3308 24  1 75  0
Mon Aug 18 15:01:52 PDT 2008
procs -----------memory---------- ---swap-- -----io---- --system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in    cs us sy id wa
 1  0    144 2489476 117272 1247988    0    0     1     9    3     1 10  1 88  0
 1  0    144 2491396 117272 1247988    0    0     0     0 1199  3896 24  1 75  0
 1  0    144 2492164 117272 1247988    0    0     0    38 1160  3341 24  1 75  0
 1  0    144 2488524 117272 1247988    0    0     0     0 1153  3296 24  1 75  0
 1  0    144 2488844 117272 1247988    0    0     0     0 1159  2391 24  1 75  0
 1  0    144 2488836 117272 1247988    0    0     0    34 1166  2799 24  1 75  0
 1  0    144 2488836 117272 1247988    0    0     0     0 1150  2453 24  1 75  0
 1  0    144 2488844 117272 1247988    0    0     0    36 1165  2982 24  1 75  0
 1  0    144 2487116 117272 1247988    0    0     0     0 1189  2642 24  1 75  0
 1  0    144 2487500 117272 1247988    0    0     0     0 1150  2360 24  1 75  0
 1  0    144 2487428 117272 1247988    0    0     0    34 1225  2945 24  1 75  0
 1  0    144 2487556 117272 1247988    0    0     0     2 1160  3031 24  1 75  0
 1  0    144 2487492 117272 1247988    0    0     0    18 1158  2890 24  1 75  0
 1  0    144 2486092 117272 1247988    0    0     0     0 1159  3560 24  1 75  0
 1  0    144 2485964 117272 1247988    0    0     0     0 1149  2587 24  1 75  0
 1  0    144 2486012 117272 1247988    0    0     0    26 1164  2975 24  1 75  0
 1  0    144 2486012 117272 1247988    0    0     0    44 1165  2587 24  1 75  0
 1  0    144 2486028 117272 1247988    0    0     0    18 1164  2935 24  1 75  0
 1  0    144 2484364 117272 1247988    0    0     0     0 1155  2527 24  1 75  0
 1  0    144 2484620 117272 1247988    0    0     0     0 1165  2624 24  1 75  0
 1  0    144 2484612 117272 1247988    0    0     0    38 1168  2314 24  1 75  0
procs -----------memory---------- ---swap-- -----io---- --system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in    cs us sy id wa
 1  0    144 2484740 117272 1247988    0    0     0     0 1196  2587 24  1 75  0
 1  0    144 2485060 117272 1247988    0    0     0    18 1159  2535 24  2 75  0
 1  0    144 2484876 117272 1247988    0    0     0     0 1163  3049 24  1 75  0
 1  0    144 2484876 117272 1247988    0    0     0     0 1150  2307 24  1 75  0
 1  0    144 2484868 117272 1247988    0    0     0    36 1157  3020 24  1 75  0
 1  0    144 2485060 117272 1247988    0    0     0     0 1166  3366 24  1 75  0
 1  0    144 2485068 117272 1247988    0    0     0    18 1153  2681 24  1 75  0
 1  0    144 2484364 117272 1247988    0    0     0     0 1154  2906 25  1 75  0
 1  0    144 2485068 117272 1247988    0    0     0     2 1156  2376 24  1 75  0
Mon Aug 18 15:02:50 PDT 2008
procs -----------memory---------- ---swap-- -----io---- --system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in    cs us sy id wa
 1  0    144 2485132 117272 1247988    0    0     1     9    3     1 10  1 88  0
 1  0    144 2485124 117272 1247988    0    0     0    62 1178  3032 24  1 75  0
 1  0    144 2485124 117272 1247988    0    0     0     0 1158  2937 24  1 75  0
 1  0    144 2485124 117272 1247988    0    0     0    18 1153  3153 24  1 75  0
 1  0    144 2483276 117272 1247988    0    0     0     0 1157  3146 24  1 75  0
 1  0    144 2484236 117272 1247988    0    0     0    48 1165  2284 24  1 75  0
 1  0    144 2484292 117272 1247988    0    0     0    34 1166  3332 24  1 75  0
 1  0    144 2484356 117272 1247988    0    0     0     0 1151  2437 24  1 75  0
 1  0    144 2484364 117272 1247988    0    0     0    18 1158  3346 24  1 75  0
 1  0    144 2484556 117272 1247988    0    0     0     0 1191  2539 24  1 75  0
 1  0    144 2485388 117272 1247988    0    0     0     0 1154  2776 24  1 75  0
 1  0    144 2485436 117272 1247988    0    0     0    26 1165  3338 24  2 75  0
 1  0    144 2485436 117272 1247988    0    0     0     0 1160  3172 24  1 75  0
 1  0    144 2485436 117272 1247988    0    0     0    18 1152  3282 24  1 75  0
 1  0    144 2485068 117272 1247988    0    0     0     0 1155  1957 24  1 75  0
 1  0    144 2485708 117272 1247988    0    0     0     0 1154  2464 24  1 75  0
 1  0    144 2485700 117272 1247988    0    0     0    34 1168  2954 24  1 75  0
 2  0    144 2485892 117272 1247988    0    0     0     2 1153  2991 24  1 75  0
 1  0    144 2485900 117272 1247988    0    0     0    18 1154  2411 24  1 75  0
 1  0    144 2486092 117272 1247988    0    0     0     0 1165  2611 24  1 75  0
 1  0    144 2486220 117272 1247988    0    0     0     0 1153  3067 24  1 75  0
procs -----------memory---------- ---swap-- -----io---- --system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in    cs us sy id wa
 1  0    144 2486148 117272 1247988    0    0     0    34 1151  2650 24  1 75  0
 1  0    144 2486084 117272 1247988    0    0     0    12 1159  3180 24  1 75  0
 1  0    144 2486084 117272 1247988    0    0     0     0 1157  3051 24  1 75  0
 1  0    144 2485516 117272 1247988    0    0     0    18 1163  2983 24  1 75  0
 1  0    144 2485380 117272 1247988    0    0     0     0 1149  2052 24  1 75  0
 1  0    144 2485380 117272 1247988    0    0     0    36 1159  3166 24  1 75  0
 1  0    144 2485380 117272 1247988    0    0     0     0 1158  3087 24  1 75  0
 1  0    144 2485452 117272 1247988    0    0     0     0 1157  3290 24  1 75  0
 1  0    144 2485452 117272 1247988    0    0     0    18 1156  3116 24  1 75  0
Mon Aug 18 15:03:48 PDT 2008
procs -----------memory---------- ---swap-- -----io---- --system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in    cs us sy id wa
 1  0    144 2485452 117272 1247988    0    0     1     9    3     1 10  1 88  0
 1  0    144 2485380 117272 1247988    0    0     0     0 1150  3069 24  1 75  0
 1  0    144 2485252 117272 1247988    0    0     0    54 1165  3543 24  1 75  0
 1  0    144 2486084 117272 1247988    0    0     0     0 1155  3494 24  1 75  0
 1  0    144 2487300 117272 1247988    0    0     0     0 1155  3948 24  1 75  0
 1  0    144 2486540 117272 1247988    0    0     0    26 1161  3358 24  1 75  0
 1  0    144 2487364 117272 1247988    0    0     0     2 1152  3202 24  1 75  0
 1  0    144 2488900 117272 1247988    0    0     0    26 1163  4489 24  2 75  0
 1  0    144 2490308 117272 1247988    0    0     0     0 1155  4232 24  1 75  0
 1  0    144 2492044 117272 1247988    0    0     0     0 1160  3404 24  1 75  0
 1  0    144 2489484 117272 1247988    0    0     0    18 1197  3574 24  1 75  0
 1  0    144 2489412 117272 1247988    0    0     0    42 1159  3909 24  1 75  0
 1  0    144 2490308 117272 1248248    0    0     0    34 1162  3202 24  1 75  0
 1  0    144 2491140 117272 1248248    0    0     0     0 1156  3694 24  1 75  0
 1  0    144 2492100 117272 1248248    0    0     0     0 1153  3639 24  1 75  0
 1  0    144 2488972 117272 1248248    0    0     0    18 1161  3714 25  1 74  0
 1  0    144 2490244 117272 1248248    0    0     0     0 1154  2823 24  1 75  0
 1  0    144 2491908 117272 1248248    0    0     0    42 1165  3733 24  1 75  0
 1  0    144 2492484 117272 1248248    0    0     0     0 1154  3690 24  1 75  0
 1  0    144 2489868 117272 1248248    0    0     0     0 1162  3174 24  1 75  0
 1  0    144 2487948 117272 1248248    0    0     0    18 1165  3315 24  1 75  0
procs -----------memory---------- ---swap-- -----io---- --system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in    cs us sy id wa
 1  0    144 2487812 117272 1248248    0    0     0     0 1152  3208 24  1 75  0
 1  0    144 2488196 117272 1248248    0    0     0    26 1169  3798 24  1 75  0
 1  0    144 2489028 117272 1248248    0    0     0     2 1161  3906 24  1 75  0
 1  0    144 2489476 117272 1248248    0    0     0     0 1162  3653 24  1 75  0
 1  0    144 2487884 117272 1248248    0    0     0    18 1155  3206 24  1 75  0
 1  0    144 2488580 117272 1248248    0    0     0     0 1154  2735 24  1 75  0
 1  0    144 2488580 117272 1248248    0    0     0    40 1171  2611 24  1 75  0
 1  0    144 2488772 117272 1248248    0    0     0    20 1161  2302 24  1 75  0
 1  0    144 2488780 117272 1248248    0    0     0     0 1154  2498 24  1 75  0
Mon Aug 18 15:04:46 PDT 2008
procs -----------memory---------- ---swap-- -----io---- --system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in    cs us sy id wa
 1  0    144 2488908 117272 1248248    0    0     1     9    3     1 10  1 88  0
 1  0    144 2487116 117272 1248248    0    0     0    38 1165  2503 24  1 75  0
 1  0    144 2487620 117272 1248248    0    0     0     0 1152  2337 24  1 75  0
 1  0    144 2488708 117272 1248248    0    0     0    26 1177  5259 24  1 75  0
 1  0    144 2489604 117272 1248248    0    0     0     0 1156  4352 24  1 75  0
 4  0    144 2490052 117272 1248248    0    0     0     0 1148  3514 24  1 75  0
 1  0    144 2489164 117272 1248248    0    0     0    18 1163  2863 24  1 75  0
 1  0    144 2489092 117272 1248248    0    0     0     0 1158  2388 24  1 75  0
 1  0    144 2489028 117272 1248248    0    0     0    38 1155  2571 24  1 75  0
 1  0    144 2489028 117272 1248248    0    0     0     0 1158  2445 24  1 75  0
 1  0    144 2488908 117272 1248248    0    0     0     0 1162  3411 24  1 75  0
 1  0    144 2488460 117272 1248248    0    0     0    16 1192  2397 24  1 75  0
 1  0    144 2488324 117272 1248248    0    0     0     2 1153  2586 24  1 75  0
 1  0    144 2488324 117272 1248248    0    0     0    44 1164  2163 24  1 75  0
 1  0    144 2488324 117272 1248248    0    0     0     0 1157  2279 24  1 75  0
 1  0    144 2488324 117272 1248248    0    0     0     0 1156  3290 24  1 75  0
 1  0    144 2487628 117272 1248248    0    0     0    24 1153  2778 24  1 75  0
 1  0    144 2487428 117272 1248248    0    0     0    46 1162  3421 24  1 75  0
 1  0    144 2487428 117272 1248248    0    0     0    28 1157  2880 24  1 75  0
 1  0    144 2487428 117272 1248248    0    0     0     0 1161  4109 24  1 75  0
 1  0    144 2487436 117272 1248248    0    0     0     0 1150  2748 24  1 75  0
procs -----------memory---------- ---swap-- -----io---- --system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in    cs us sy id wa
 1  0    144 2486860 117272 1248248    0    0     0    16 1165  2287 24  1 75  0
 1  0    144 2486724 117272 1248248    0    0     0     0 1158  2306 24  1 75  0
 1  0    144 2486916 117272 1248248    0    0     0    40 1174  2643 24  1 75  0
 1  0    144 2486980 117272 1248248    0    0     0     0 1148  2354 24  1 75  0
 1  0    144 2486980 117272 1248248    0    0     0     0 1162  2702 24  1 75  0
 1  0    144 2486028 117272 1248248    0    0     0    16 1155  2283 24  1 75  0
 1  0    144 2486212 117272 1248248    0    0     0     0 1155  2295 24  1 75  0
 1  0    144 2486340 117272 1248248    0    0     0    38 1168  3924 24  1 75  0
 1  0    144 2487556 117272 1248248    0    0     0     2 1163  3736 24  1 75  0
Mon Aug 18 15:05:44 PDT 2008
procs -----------memory---------- ---swap-- -----io---- --system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in    cs us sy id wa
 1  0    144 2487684 117272 1248248    0    0     1     9    3     1 10  1 88  0
 1  0    144 2487692 117272 1248248    0    0     0     0 1152  2656 24  1 75  0
 1  0    144 2486092 117272 1248248    0    0     0    44 1154  3640 24  1 75  0
 1  0    144 2486788 117272 1248248    0    0     0     0 1147  2655 24  1 75  0
 1  0    144 2486724 117272 1248248    0    0     0    36 1169  1924 24  1 75  0
 1  0    144 2486660 117272 1248248    0    0     0    42 1187  3645 24  1 75  0
 1  0    144 2486532 117272 1248248    0    0     0     0 1154  3014 24  1 75  0
 1  0    144 2486412 117272 1248248    0    0     0    16 1161  2038 24  1 75  0
 1  0    144 2486212 117272 1248248    0    0     0     0 1157  2734 24  1 75  0
 1  0    144 2486212 117272 1248248    0    0     0    28 1159  2537 24  1 75  0
 1  0    144 2486212 117272 1248248    0    0     0     0 1152  2347 24  1 75  0
 1  0    144 2486220 117272 1248248    0    0     0     0 1155  2628 24  1 75  0
 1  0    144 2485388 117272 1248248    0    0     0    16 1191  3678 24  1 75  0
 1  0    144 2485316 117272 1248248    0    0     0     0 1149  2562 24  1 75  0
 1  0    144 2485252 117272 1248248    0    0     0    42 1159  2942 24  1 75  0
 1  0    144 2485316 117272 1248248    0    0     0     0 1159  3411 24  1 75  0
 1  0    144 2485316 117272 1248248    0    0     0     0 1150  4390 24  1 75  0
 1  0    144 2484428 117272 1248248    0    0     0    16 1152  2326 24  1 75  0
 1  0    144 2484996 117272 1248248    0    0     0     2 1157  2303 24  1 75  0
 1  0    144 2485124 117272 1248248    0    0     0    28 1166  2460 24  1 75  0
 1  0    144 2485444 117272 1248248    0    0     0     0 1159  2738 24  1 75  0
procs -----------memory---------- ---swap-- -----io---- --system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in    cs us sy id wa
 1  0    144 2485452 117272 1248248    0    0     0     0 1156  2738 24  1 75  0
 1  0    144 2485388 117272 1248248    0    0     0    16 1165  2268 24  1 75  0
 1  0    144 2486212 117272 1248248    0    0     0    16 1167  2788 24  1 75  0
 2  0    144 2486916 117272 1248248    0    0     0    44 1172  3047 24  1 75  0
 1  0    144 2487620 117272 1248248    0    0     0     0 1157  3417 24  1 75  0
 1  0    144 2488900 117272 1248248    0    0     0     0 1153  3270 24  1 75  0
 1  0    144 2488332 117272 1248248    0    0     0    16 1169  3282 24  1 75  0
 1  0    144 2488260 117272 1248248    0    0     0     0 1233  2892 24  1 75  0
 1  0    144 2489540 117272 1248248    0    0     0    38 1174  3550 24  1 75  0
Mon Aug 18 15:06:42 PDT 2008
procs -----------memory---------- ---swap-- -----io---- --system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in    cs us sy id wa
 1  0    144 2489604 117272 1248248    0    0     1     9    3     1 10  1 88  0
 1  0    144 2491204 117272 1248248    0    0     0     0 1158  3404 24  1 75  0
 1  0    144 2492812 117272 1248248    0    0     0     0 1149  4204 24  1 75  0
 1  0    144 2489228 117272 1248248    0    0     0    36 1165  3341 24  1 74  0
 1  0    144 2488964 117272 1248248    0    0     0     0 1153  3459 24  1 75  0
 1  0    144 2489732 117272 1248248    0    0     0    28 1172  3441 24  1 75  0
 1  0    144 2489988 117272 1248248    0    0     0     2 1175  3151 24  1 75  0
 1  0    144 2490628 117272 1248248    0    0     0     0 1160  3205 24  1 75  0
 1  0    144 2489612 117272 1248248    0    0     0    16 1157  3039 24  1 75  0
 1  0    144 2489092 117272 1248248    0    0     0     0 1156  3030 24  1 75  0
 2  0    144 2490436 117272 1248248    0    0     0    36 1160  3311 24  1 75  0
 1  0    144 2491652 117272 1248248    0    0     0    42 1167  3075 24  1 75  0
 1  0    144 2492044 117272 1248248    0    0     0     0 1158  3065 24  1 75  0
 1  0    144 2489740 117272 1248248    0    0     0    34 1190  3261 24  1 75  0
 1  0    144 2488644 117272 1248248    0    0     0     0 1152  3233 24  1 75  0
 1  0    144 2489284 117272 1248248    0    0     0    44 1166  5224 24  1 75  0
 1  0    144 2489220 117272 1248248    0    0     0     0 1157  3198 24  1 75  0
 1  0    144 2489668 117272 1248248    0    0     0     0 1154  5149 24  1 75  0
 1  0    144 2488844 117272 1248248    0    0     0    16 1147  3331 24  1 75  0
 1  0    144 2487044 117272 1248248    0    0     0     0 1157  2867 24  1 75  0
 1  0    144 2487620 117272 1248248    0    0     0    36 1162  3813 24  1 75  0
procs -----------memory---------- ---swap-- -----io---- --system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in    cs us sy id wa
 1  0    144 2488964 117272 1248248    0    0     0     0 1160  3875 24  1 75  0
 1  0    144 2490188 117272 1248248    0    0     0     0 1157  3867 24  1 75  0
 1  0    144 2488908 117272 1248248    0    0     0    16 1155  3440 24  1 74  0
 1  0    144 2488644 117272 1248248    0    0     0     2 1157  2340 24  1 75  0
 1  0    144 2489476 117272 1248248    0    0     0    36 1161  3721 24  1 75  0
 1  0    144 2490308 117272 1248248    0    0     0     0 1169  3863 24  1 75  0
 2  0    144 2490500 117272 1248248    0    0     0     0 1162  2690 24  1 75  0
 1  0    144 2489420 117272 1248248    0    0     0    16 1162  2326 24  1 75  0
 1  0    144 2489348 117272 1248248    0    0     0    32 1161  2013 24  1 75  0
Mon Aug 18 15:07:40 PDT 2008
procs -----------memory---------- ---swap-- -----io---- --system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in    cs us sy id wa
 1  0    144 2489348 117272 1248248    0    0     1     9    3     1 10  1 88  0
 1  0    144 2489476 117272 1248248    0    0     0    50 1170  4142 24  1 75  0
 1  0    144 2489476 117272 1248248    0    0     0     0 1160  4806 24  1 75  0
 1  0    144 2489996 117272 1248248    0    0     0     0 1160  3272 24  1 75  0
 1  0    144 2488908 117272 1248248    0    0     0    24 1152  2222 24  1 75  0
 1  0    144 2486148 117272 1248248    0    0     0     0 1163  2530 24  1 75  0
 1  0    144 2486148 117272 1248248    0    0     0    36 1169  2437 24  1 75  0
 1  0    144 2486212 117272 1248248    0    0     0     0 1159  2775 24  1 75  0
 1  0    144 2486660 117272 1248248    0    0     0     0 1163  3874 24  1 75  0
 1  0    144 2487564 117272 1248248    0    0     0    16 1160  2263 24  1 75  0
 1  0    144 2487108 117272 1248248    0    0     0     0 1155  2396 24  1 75  0
 1  0    144 2487556 117272 1248248    0    0     0    36 1173  2847 24  1 75  0
 1  0    144 2488580 117272 1248248    0    0     0     2 1157  3639 24  1 75  0
 1  0    144 2489612 117272 1248248    0    0     0     0 1160  3509 24  1 75  0
 1  0    144 2489292 117272 1248248    0    0     0    16 1186  3748 24  1 75  0
 1  0    144 2489284 117272 1248248    0    0     0     0 1154  2732 24  1 75  0
 1  0    144 2490756 117272 1248248    0    0     0    36 1160  3244 24  1 75  0
 1  0    144 2491908 117272 1248248    0    0     0    42 1164  3561 24  1 75  0
 1  0    144 2491844 117272 1248248    0    0     0     0 1153  3541 24  1 75  0
 1  0    144 2490124 117272 1248248    0    0     0    16 1156  3195 24  1 75  0
 1  0    144 2488644 117272 1248248    0    0     0     0 1157  3507 24  1 75  0
procs -----------memory---------- ---swap-- -----io---- --system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in    cs us sy id wa
 1  0    144 2488644 117272 1248248    0    0     0    36 1165  3080 24  1 75  0
 1  0    144 2489732 117272 1248248    0    0     0     0 1160  3657 24  1 75  0
 1  0    144 2490764 117272 1248248    0    0     0     0 1160  3124 24  1 75  0
 1  0    144 2489868 117272 1248248    0    0     0    16 1159  3891 24  1 75  0
 1  0    144 2488196 117272 1248248    0    0     0     0 1158  2701 24  1 75  0
 1  0    144 2489604 117272 1248248    0    0     0    28 1170  3528 24  1 75  0
 1  0    144 2491076 117272 1248248    0    0     0     0 1148  2767 24  1 75  0
 1  0    144 2492164 117272 1248248    0    0     0     0 1159  3729 24  1 75  0
 1  0    144 2489612 117272 1248248    0    0     0    24 1155  3576 24  1 75  0
Mon Aug 18 15:08:39 PDT 2008
procs -----------memory---------- ---swap-- -----io---- --system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in    cs us sy id wa
 1  0    144 2489740 117272 1248248    0    0     1     9    3     1 10  1 88  0
 1  0    144 2489284 117272 1248248    0    0     0     2 1159  3113 24  1 75  0
 1  0    144 2490692 117272 1248248    0    0     0    58 1172  3897 24  1 75  0
 1  0    144 2492100 117272 1248248    0    0     0     0 1169  4160 24  1 75  0
 1  0    144 2492364 117272 1248248    0    0     0     0 1158  3887 24  1 75  0
 1  0    144 2490444 117272 1248248    0    0     0    16 1148  3547 24  1 74  0
 1  0    144 2487940 117272 1248248    0    0     0    42 1171  2308 24  1 75  0
 1  0    144 2488196 117272 1248248    0    0     0    36 1162  5251 24  1 75  0
 1  0    144 2488324 117272 1248248    0    0     0     0 1156  3510 24  1 75  0
 1  0    144 2488516 117272 1248248    0    0     0     0 1151  3222 24  1 75  0
 1  0    144 2488652 117272 1248248    0    0     0    16 1158  2711 24  1 75  0
 1  0    144 2487044 117272 1248248    0    0     0     0 1161  2647 24  1 75  0
 1  0    144 2487044 117272 1248248    0    0     0    28 1162  3945 24  1 75  0
 1  0    144 2487044 117272 1248248    0    0     0     0 1151  2862 24  1 75  0
 1  0    144 2487052 117272 1248248    0    0     0     0 1154  3397 24  1 75  0
 1  0    144 2487052 117272 1248248    0    0     0    24 1194  3616 24  1 75  0
 1  0    144 2486340 117272 1248248    0    0     0     0 1150  2689 24  1 75  0
 1  0    144 2486532 117272 1248248    0    0     0    40 1158  3936 24  1 75  0
 1  0    144 2488196 117272 1248248    0    0     0     2 1158  3438 24  1 75  0
 1  0    144 2489732 117272 1248248    0    0     0     0 1158  3853 24  1 75  0
 1  0    144 2491148 117272 1248248    0    0     0    16 1152  3990 24  1 74  0
procs -----------memory---------- ---swap-- -----io---- --system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in    cs us sy id wa
 1  0    144 2489604 117272 1248248    0    0     0     0 1161  3249 24  1 75  0
 1  0    144 2491204 117272 1248248    0    0     0    28 1169  3744 24  1 75  0
 1  0    144 2492548 117272 1248248    0    0     0    20 1158  3587 24  1 75  0
 1  0    144 2492172 117272 1248248    0    0     0     0 1154  3176 24  1 75  0
 1  0    144 2491596 117272 1248248    0    0     0    16 1165  3549 24  1 75  0
 1  0    144 2489924 117272 1248248    0    0     0     0 1153  3437 24  1 75  0
 1  0    144 2490372 117272 1248248    0    0     0    36 1159  4057 24  1 75  0
 1  0    144 2492292 117272 1248248    0    0     0     0 1164  2963 24  1 75  0
 1  0    144 2492356 117272 1248248    0    0     0     0 1161  3530 24  1 75  0
Mon Aug 18 15:09:37 PDT 2008
procs -----------memory---------- ---swap-- -----io---- --system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in    cs us sy id wa
 1  0    144 2492484 117272 1248248    0    0     1     9    3     1 10  1 88  0
 1  0    144 2490508 117272 1248248    0    0     0    36 1152  3762 25  1 74  0
 1  0    144 2487364 117272 1248248    0    0     0     0 1160  2929 24  1 75  0
 1  0    144 2488068 117272 1248248    0    0     0    38 1157  3144 24  1 75  0
 1  0    144 2489540 117272 1248248    0    0     0     0 1160  3625 24  1 75  0
 1  0    144 2490380 117272 1248248    0    0     0     0 1162  3286 24  1 75  0
 1  0    144 2490124 117272 1248248    0    0     0    16 1159  3263 24  1 75  0
 1  0    144 2488644 117272 1248248    0    0     0     2 1157  3207 24  1 75  0
 1  0    144 2488900 117272 1248248    0    0     0    28 1165  3724 24  1 75  0
 1  0    144 2490116 117272 1248248    0    0     0     0 1158  3395 24  1 75  0
 1  0    144 2490884 117272 1248248    0    0     0     0 1154  3153 24  1 75  0
 1  0    144 2490892 117272 1248248    0    0     0    52 1170  4045 24  1 75  0
 1  0    144 2488004 117272 1248248    0    0     0     0 1196  2725 24  1 75  0
 1  0    144 2488132 117272 1248248    0    0     0    46 1166  3893 24  1 75  0
 1  0    144 2488452 117272 1248248    0    0     0     0 1154  3337 24  1 75  0
 1  0    144 2489740 117272 1248248    0    0     0     0 1168  3671 24  1 75  0
 1  0    144 2489868 117272 1248248    0    0     0    16 1195  3418 24  1 75  0
 1  0    144 2488132 117272 1248248    0    0     0     0 1153  2531 24  1 75  0
 1  0    144 2488068 117272 1248248    0    0     0    36 1155  3380 24  1 75  0
 1  0    144 2488580 117272 1248248    0    0     0     0 1162  3384 24  1 75  0
 1  0    144 2489476 117272 1248248    0    0     0     0 1157  3692 24  1 75  0
procs -----------memory---------- ---swap-- -----io---- --system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in    cs us sy id wa
 1  0    144 2490124 117272 1248248    0    0     0    16 1156  3725 24  1 75  0
 1  0    144 2488580 117272 1248248    0    0     0     0 1159  2997 24  1 75  0
 1  0    144 2489732 117272 1248248    0    0     0    44 1164  3021 24  1 75  0
 1  0    144 2489796 117272 1248248    0    0     0     2 1156  3361 24  1 75  0
 1  0    144 2490444 117272 1248248    0    0     0     0 1155  3580 24  1 75  0
 1  0    144 2491020 117272 1248248    0    0     0    16 1160  3694 25  1 74  0
 1  0    144 2489732 117272 1248248    0    0     0     0 1155  2907 24  1 75  0
 1  0    144 2491460 117272 1248248    0    0     0    36 1165  3496 24  1 75  0
 1  0    144 2492228 117272 1248248    0    0     0    26 1160  3384 24  1 75  0
