procs -----------memory---------- ---swap-- -----io---- --system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in    cs us sy id wa
 1  0    144 2480268 117276 1248504    0    0     0     0 1164  2828 24  1 75  0
 1  0    144 2480268 117276 1248504    0    0     0    62 1158  3232 24  1 75  0
 1  0    144 2479940 117276 1248504    0    0     0     0 1157  2760 24  1 75  0
 1  0    144 2479876 117276 1248504    0    0     0    40 1166  2766 24  1 75  0
 1  0    144 2479876 117276 1248504    0    0     0     0 1152  2127 24  1 75  0
 1  0    144 2479876 117276 1248504    0    0     0     0 1167  2651 24  1 75  0
 1  0    144 2479692 117276 1248504    0    0     0    16 1156  2969 24  1 75  0
 1  0    144 2478468 117276 1248504    0    0     0     0 1153  2292 24  1 75  0
 1  0    144 2478468 117276 1248504    0    0     0    46 1159  2937 24  1 75  0
 1  0    144 2478468 117276 1248504    0    0     0     0 1154  2918 24  1 75  0
 1  0    144 2478476 117276 1248504    0    0     0     0 1164  2607 24  1 75  0
 1  0    144 2478476 117276 1248504    0    0     0    16 1160  3314 24  1 75  0
 1  0    144 2478340 117276 1248504    0    0     0     0 1164  2209 24  1 75  0
 1  0    144 2478340 117276 1248504    0    0     0    36 1155  2606 24  1 75  0
 1  0    144 2478340 117276 1248504    0    0     0     2 1157  2236 24  1 75  0
procs -----------memory---------- ---swap-- -----io---- --system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in    cs us sy id wa
 1  0    144 2478916 117276 1248504    0    0     0     0 1156  3090 24  1 75  0
 1  0    144 2480716 117276 1248504    0    0     0    16 1160  3422 24  1 75  0
 1  0    144 2480004 117276 1248504    0    0     0     0 1154  2363 24  1 75  0
 1  0    144 2480068 117276 1248504    0    0     0    36 1151  3004 24  1 75  0
 1  0    144 2480132 117276 1248504    0    0     0    26 1159  3185 24  1 75  0
 1  0    144 2480140 117276 1248504    0    0     0     0 1193  2807 24  1 75  0
 1  0    144 2480268 117276 1248504    0    0     0    16 1152  2725 24  1 75  0
 1  0    144 2480260 117276 1248504    0    0     0     0 1160  2882 24  1 75  0
 1  0    144 2480260 117276 1248504    0    0     0    30 1182  2640 24  1 75  0
Mon Aug 18 15:21:13 PDT 2008
procs -----------memory---------- ---swap-- -----io---- --system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in    cs us sy id wa
 1  0    144 2480132 117276 1248504    0    0     1     9    3     1 10  1 88  0
 1  0    144 2480132 117276 1248504    0    0     0     0 1202  2959 24  1 75  0
 1  0    144 2480132 117276 1248504    0    0     0     0 1195  2928 24  1 75  0
 2  0    144 2480140 117276 1248504    0    0     0    36 1160  2449 24  1 75  0
 1  0    144 2479420 117276 1248504    0    0     0     0 1162  1546 24  1 75  0
 1  0    144 2479548 117276 1248504    0    0     0    36 1159  2484 24  1 75  0
 1  0    144 2479804 117276 1248504    0    0     0     0 1153  3623 24  2 75  0
 1  0    144 2479820 117276 1248504    0    0     0     0 1163  3224 24  1 75  0
 1  0    144 2480332 117276 1248504    0    0     0    24 1153  3241 24  1 75  0
 1  0    144 2481156 117276 1248504    0    0     0     0 1148  2856 25  1 75  0
 1  0    144 2482116 117276 1248504    0    0     0     0 1166  3584 24  1 75  0
 1  0    144 2482116 117276 1248504    0    0     0    44 1156  3215 24  1 75  0
 1  0    144 2482372 117276 1248504    0    0     0     0 1159  3187 24  1 75  0
 1  0    144 2482700 117276 1248504    0    0     0    70 1159  3220 24  1 75  0
 1  0    144 2482948 117276 1248504    0    0     0     0 1160  2925 24  1 74  0
 1  0    144 2483460 117276 1248504    0    0     0     0 1153  3598 24  1 75  0
 1  0    144 2484804 117276 1248504    0    0     0    32 1169  3363 24  1 75  0
 1  0    144 2484940 117276 1248504    0    0     0     0 1161  3484 24  1 75  0
 1  0    144 2485452 117276 1248504    0    0     0    16 1151  3252 24  1 75  0
 1  0    144 2483324 117276 1248504    0    0     0     0 1167  3000 24  1 74  0
 1  0    144 2484348 117276 1248504    0    0     0     0 1157  3441 24  1 75  0
procs -----------memory---------- ---swap-- -----io---- --system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in    cs us sy id wa
 1  0    144 2484796 117276 1248504    0    0     0    40 1156  3418 24  1 75  0
 1  0    144 2484860 117276 1248504    0    0     0     0 1188  3520 24  1 75  0
 1  0    144 2485708 117276 1248504    0    0     0    24 1156  3376 24  1 75  0
 1  0    144 2482820 117276 1248504    0    0     0     0 1157  2990 24  1 74  0
 1  0    144 2482884 117276 1248504    0    0     0     0 1150  3777 24  1 75  0
 1  0    144 2483524 117276 1248504    0    0     0    28 1153  3686 24  1 75  0
 1  0    144 2484812 117276 1248504    0    0     0     0 1199  3863 24  1 75  0
 1  0    144 2484876 117276 1248504    0    0     0    34 1148  3001 24  1 75  0
 1  0    144 2483204 117276 1248504    0    0     0     0 1155  3407 24  1 74  0
Mon Aug 18 15:22:11 PDT 2008
procs -----------memory---------- ---swap-- -----io---- --system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in    cs us sy id wa
 1  0    144 2483268 117276 1248504    0    0     1     9    3     1 10  1 88  0
 1  0    144 2483268 117276 1248504    0    0     0     0 1153  3510 24  2 75  0
 1  0    144 2483780 117276 1248504    0    0     0   118 1161  3741 24  1 75  0
 1  0    144 2484420 117276 1248504    0    0     0     0 1160  3213 24  1 75  0
 1  0    144 2484556 117276 1248504    0    0     0    16 1162  3860 24  1 75  0
 1  0    144 2481220 117276 1248504    0    0     0     0 1155  2655 24  1 75  0
 1  0    144 2481220 117276 1248504    0    0     0     0 1159  3763 24  1 75  0
 1  0    144 2481156 117276 1248504    0    0     0    36 1154  3659 24  1 75  0
 1  0    144 2481228 117276 1248504    0    0     0     0 1157  3164 24  1 75  0
 1  0    144 2481676 117276 1248504    0    0     0    16 1163  3413 24  1 75  0
 1  0    144 2480580 117276 1248504    0    0     0     0 1150  3096 24  1 75  0
 1  0    144 2480516 117276 1248504    0    0     0     0 1174  2975 24  1 75  0
 1  0    144 2480580 117276 1248504    0    0     0    28 1161  3686 24  1 75  0
 1  0    144 2480964 117276 1248504    0    0     0     0 1156  3595 24  1 75  0
 1  0    144 2481036 117276 1248504    0    0     0    18 1146  3653 24  1 75  0
 1  0    144 2480452 117276 1248504    0    0     0     0 1153  2669 24  1 75  0
 1  0    144 2482116 117276 1248504    0    0     0     0 1153  3696 24  1 75  0
 1  0    144 2483140 117276 1248504    0    0     0    36 1157  3255 24  1 75  0
 1  0    144 2484300 117276 1248504    0    0     0     0 1162  3364 24  1 75  0
 1  0    144 2485132 117276 1248504    0    0     0    38 1154  3533 24  1 75  0
 1  0    144 2482884 117276 1248504    0    0     0     0 1167  2835 24  1 74  0
procs -----------memory---------- ---swap-- -----io---- --system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in    cs us sy id wa
 1  0    144 2483908 117276 1248504    0    0     0     0 1155  3592 24  1 75  0
 1  0    144 2483972 117276 1248504    0    0     0    44 1163  2863 24  1 75  0
 1  0    144 2483972 117276 1248504    0    0     0     0 1155  3166 25  1 75  0
 1  0    144 2484236 117276 1248504    0    0     0    16 1149  3660 24  2 75  0
 1  0    144 2482428 117276 1248504    0    0     0     0 1154  3014 25  1 75  0
 1  0    144 2482492 117276 1248504    0    0     0     0 1161  3773 24  1 75  0
 1  0    144 2482620 117276 1248504    0    0     0    36 1164  3562 24  1 75  0
 1  0    144 2482700 117276 1248504    0    0     0     0 1189  3199 24  1 75  0
 1  0    144 2482700 117276 1248504    0    0     0    16 1159  3242 24  1 75  0
Mon Aug 18 15:23:09 PDT 2008
procs -----------memory---------- ---swap-- -----io---- --system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in    cs us sy id wa
 1  0    144 2482700 117276 1248504    0    0     1     9    3     1 10  1 88  0
 1  0    144 2480836 117276 1248504    0    0     0     0 1155  2950 24  1 75  0
 1  0    144 2480772 117276 1248504    0    0     0     0 1155  3104 24  1 75  0
 1  0    144 2480836 117276 1248504    0    0     0    56 1175  3176 24  1 75  0
 1  0    144 2480772 117276 1248504    0    0     0     0 1158  3213 24  1 75  0
 1  0    144 2480780 117276 1248504    0    0     0    24 1150  3291 24  1 75  0
 1  0    144 2480964 117276 1248504    0    0     0     0 1158  2586 24  1 75  0
 1  0    144 2481604 117276 1248504    0    0     0     0 1153  3379 24  1 75  0
 1  0    144 2481740 117276 1248504    0    0     0    68 1186  3555 24  1 75  0
 1  0    144 2481804 117276 1248504    0    0     0     0 1153  3122 24  1 75  0
 1  0    144 2482060 117276 1248504    0    0     0    16 1162  3140 24  1 75  0
 1  0    144 2480196 117276 1248504    0    0     0     0 1159  2159 24  1 75  0
 1  0    144 2480196 117276 1248504    0    0     0     0 1155  3177 24  1 75  0
 1  0    144 2480196 117276 1248504    0    0     0    36 1160  2712 24  1 75  0
 1  0    144 2480268 117276 1248504    0    0     0     0 1164  3563 24  1 75  0
 1  0    144 2480140 117276 1248504    0    0     0    18 1161  3561 24  1 75  0
 1  0    144 2479868 117276 1248504    0    0     0     0 1151  2548 24  1 75  0
 1  0    144 2481084 117276 1248504    0    0     0     0 1156  2637 24  2 75  0
 1  0    144 2482444 117276 1248504    0    0     0    36 1162  3863 24  1 75  0
 1  0    144 2483468 117276 1248504    0    0     0     0 1156  3156 24  1 75  0
 1  0    144 2483532 117276 1248504    0    0     0    16 1152  2738 24  1 75  0
procs -----------memory---------- ---swap-- -----io---- --system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in    cs us sy id wa
 1  0    144 2482436 117276 1248504    0    0     0     0 1155  2602 24  1 75  0
 1  0    144 2482820 117276 1248504    0    0     0     0 1156  2589 24  1 75  0
 1  0    144 2482884 117276 1248504    0    0     0    28 1162  2893 24  1 75  0
 1  0    144 2483020 117276 1248504    0    0     0     0 1158  3085 24  1 75  0
 1  0    144 2483020 117276 1248504    0    0     0    32 1159  2104 24  1 75  0
 1  0    144 2479364 117276 1248504    0    0     0     0 1154   837 24  1 75  0
 1  0    144 2479364 117276 1248504    0    0     0     0 1151   842 24  1 75  0
 1  0    144 2479372 117276 1248504    0    0     0    40 1161   869 24  1 75  0
 1  0    144 2479372 117276 1248504    0    0     0     0 1192   896 24  1 75  0
Mon Aug 18 15:24:07 PDT 2008
procs -----------memory---------- ---swap-- -----io---- --system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in    cs us sy id wa
 1  0    144 2479372 117276 1248504    0    0     1     9    3     1 10  1 88  0
 1  0    144 2479372 117276 1248504    0    0     0    36 1145   862 24  1 75  0
 1  0    144 2477948 117276 1248504    0    0     0     0 1155   857 24  1 75  0
 1  0    144 2477948 117276 1248504    0    0     0     0 1156   977 24  1 75  0
 1  0    144 2477948 117276 1248504    0    0     0    28 1157   916 24  1 75  0
 1  0    144 2477964 117276 1248504    0    0     0     0 1159   902 24  1 75  0
 1  0    144 2477964 117276 1248504    0    0     0    24 1149   796 23  2 75  0
 1  0    144 2475524 117276 1248504    0    0     0     0 1155   755 24  1 75  0
 1  0    144 2475524 117276 1248504    0    0     0     0 1156   762 24  1 75  0
 1  0    144 2475532 117276 1248504    0    0     0    36 1156   824 24  1 75  0
 1  0    144 2475532 117276 1248504    0    0     0     0 1161   812 24  1 75  0
 1  0    144 2475596 117276 1248504    0    0     0    16 1160   799 24  1 75  0
 1  0    144 2475396 117276 1248504    0    0     0     0 1152   734 24  1 75  0
 1  0    144 2475396 117276 1248504    0    0     0     0 1153   795 24  1 75  0
 1  0    144 2475396 117276 1248504    0    0     0    72 1171   863 24  1 75  0
 1  0    144 2475404 117276 1248504    0    0     0     0 1152   888 24  1 75  0
 1  0    144 2475148 117276 1248504    0    0     0    18 1161   819 24  1 75  0
 1  0    144 2475140 117276 1248504    0    0     0     0 1154   769 24  1 75  0
 1  0    144 2475140 117276 1248504    0    0     0     0 1162   898 24  1 75  0
 1  0    144 2475084 117276 1248504    0    0     0    28 1153   850 24  1 75  0
 1  0    144 2475084 117276 1248504    0    0     0     0 1159   891 24  1 75  0
procs -----------memory---------- ---swap-- -----io---- --system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in    cs us sy id wa
 1  0    144 2475084 117276 1248504    0    0     0    16 1149   871 24  1 75  0
 1  0    144 2475068 117276 1248504    0    0     0     0 1158   780 24  1 75  0
 1  0    144 2474940 117276 1248504    0    0     0     0 1155   805 24  1 75  0
 1  0    144 2475004 117276 1248504    0    0     0    36 1158   853 24  1 75  0
 1  0    144 2475020 117276 1248504    0    0     0     0 1162   875 24  1 75  0
 1  0    144 2475020 117276 1248504    0    0     0    16 1155   863 24  1 75  0
 1  0    144 2475012 117276 1248504    0    0     0     0 1158   792 24  1 75  0
 1  0    144 2475012 117276 1248504    0    0     0     0 1150   833 24  1 75  0
 1  0    144 2475020 117276 1248504    0    0     0    38 1156   884 24  1 75  0
Mon Aug 18 15:25:05 PDT 2008
procs -----------memory---------- ---swap-- -----io---- --system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in    cs us sy id wa
 1  0    144 2475084 117276 1248504    0    0     1     9    3     1 10  1 88  0
 1  0    144 2475084 117276 1248504    0    0     0     0 1298  1034 24  1 75  0
 1  0    144 2475084 117276 1248504    0    0     0    58 1159   820 24  1 75  0
 1  0    144 2473092 117276 1248504    0    0     0     0 1158   780 24  1 75  0
 1  0    144 2473156 117276 1248504    0    0     0     0 1155   767 24  1 75  0
 1  0    144 2473092 117276 1248504    0    0     0    36 1156   867 24  1 75  0
 1  0    144 2473100 117276 1248504    0    0     0     0 1162   962 24  1 75  0
 1  0    144 2473100 117276 1248504    0    0     0    16 1153   836 24  1 75  0
 1  0    144 2473084 117276 1248504    0    0     0     0 1156   858 24  1 75  0
 1  0    144 2473084 117276 1248504    0    0     0     2 1161   962 24  1 75  0
 1  0    144 2473100 117276 1248504    0    0     0    34 1161   860 24  1 75  0
 1  0    144 2473100 117276 1248504    0    0     0     0 1163   795 24  1 75  0
 1  0    144 2473100 117276 1248504    0    0     0    16 1157   781 24  1 75  0
 1  0    144 2473092 117276 1248504    0    0     0     0 1155   756 24  1 75  0
 1  0    144 2473092 117276 1248504    0    0     0    12 1195  1043 24  1 75  0
 1  0    144 2473092 117276 1248504    0    0     0    30 1155   814 24  1 75  0
 1  0    144 2473100 117276 1248504    0    0     0     0 1169   831 24  1 75  0
 1  0    144 2473036 117276 1248504    0    0     0    18 1147   846 24  1 75  0
 1  0    144 2472964 117276 1248504    0    0     0     0 1149   820 24  1 75  0
 1  0    144 2472900 117276 1248504    0    0     0    30 1162   907 24  1 75  0
 1  0    144 2472908 117276 1248504    0    0     0    28 1156   854 24  1 75  0
procs -----------memory---------- ---swap-- -----io---- --system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in    cs us sy id wa
 1  0    144 2472908 117276 1248504    0    0     0     0 1162   951 24  1 75  0
 1  0    144 2472908 117276 1248504    0    0     0    24 1150   817 24  1 75  0
 1  0    144 2472900 117276 1248504    0    0     0     0 1157   875 24  1 75  0
 1  0    144 2472900 117276 1248504    0    0     0     0 1155   858 24  1 75  0
 1  0    144 2472900 117276 1248504    0    0     0    44 1162   857 24  1 75  0
 1  0    144 2472972 117276 1248504    0    0     0     0 1158   910 24  1 75  0
 1  0    144 2472972 117276 1248504    0    0     0    16 1162   898 24  1 75  0
 1  0    144 2473020 117276 1248504    0    0     0     0 1156   842 24  1 75  0
 1  0    144 2472956 117276 1248504    0    0     0     2 1157   787 24  1 75  0
Mon Aug 18 15:26:04 PDT 2008
procs -----------memory---------- ---swap-- -----io---- --system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in    cs us sy id wa
 1  0    144 2473020 117276 1248504    0    0     1     9    3     1 10  1 88  0
 1  0    144 2473036 117276 1248504    0    0     0    54 1158   783 24  1 75  0
 1  0    144 2473036 117276 1248504    0    0     0     0 1199  2184 24  1 75  0
 1  0    144 2473612 117276 1248504    0    0     0    16 1151  2810 24  1 75  0
 1  0    144 2474628 117276 1248504    0    0     0     0 1153  2406 24  1 75  0
 1  0    144 2474948 117276 1248504    0    0     0     0 1154  3077 24  1 75  0
 1  0    144 2474948 117276 1248504    0    0     0    30 1160  3805 24  1 75  0
 1  0    144 2474956 117276 1248504    0    0     0     0 1167  3292 24  1 75  0
 1  0    144 2475212 117276 1248504    0    0     0    64 1160  3329 24  2 75  0
 1  0    144 2470108 117280 1248500    0    0     4    36 1421  2681 33  2 65  0
 1  0    144 2470108 117280 1248500    0    0     0     0 1179  3076 24  1 75  0
 1  0    144 2470124 117280 1248500    0    0     0  2020 1190  2520 24  1 75  0
 1  0    144 2470380 117280 1248240    0    0     0     0 1192  1162 24  1 75  0
 1  0    144 2470540 117280 1247980    0    0     0     0 1189  1130 24  1 75  0
 1  0    144 2470796 117280 1247720    0    0     0    56 1182   902 24  1 75  0
 1  0    144 2471012 117280 1247460    0    0     0     0 1178  1097 24  1 75  0
 1  0    144 2471204 117280 1247200    0    0     0    68 1181  1197 24  1 75  0
 1  0    144 2471492 117280 1247200    0    0     0     0 1196  1174 24  1 75  0
 1  0    144 2471748 117280 1246680    0    0     0     0 1176  1136 24  1 75  0
 1  0    144 2472260 117280 1246420    0    0     0    58 1188   935 24  1 75  0
 1  0    144 2472900 117280 1246160    0    0     0    10 1219  1014 24  1 75  0
procs -----------memory---------- ---swap-- -----io---- --system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in    cs us sy id wa
 1  0    144 2473188 117280 1245900    0    0     0     0 1179  1141 24  1 75  0
 1  0    144 2473444 117280 1245640    0    0     0    82 1189  1134 24  1 75  0
 1  0    144 2473668 117280 1245380    0    0     0     0 1179  1097 24  1 75  0
 1  0    144 2474372 117280 1245120    0    0     0    54 1192   966 24  1 75  0
 1  0    144 2474436 117280 1244860    0    0     0    90 1207  1075 24  1 75  0
 1  0    144 2474436 117280 1244860    0    0     0     0 1159  1111 24  1 75  0
 1  0    144 2474444 117280 1244860    0    0     0    72 1165  1086 24  1 75  0
 1  0    144 2474700 117280 1244860    0    0     0     0 1166  1117 24  1 75  0
 1  0    144 2475012 117280 1244860    0    0     0    32 1162   924 24  1 75  0
Mon Aug 18 15:27:03 PDT 2008
procs -----------memory---------- ---swap-- -----io---- --system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in    cs us sy id wa
 1  0    144 2475140 117280 1244860    0    0     1     9    3     1 10  1 88  0
 1  0    144 2475268 117280 1244860    0    0     0     0 1166   992 24  1 75  0
 1  0    144 2475276 117280 1244860    0    0     0     0 1161  1122 24  1 75  0
 1  0    144 2475276 117280 1244860    0    0     0    76 1208  1155 24  1 75  0
 1  0    144 2475340 117280 1244860    0    0     0     0 1158  1085 24  1 75  0
 1  0    144 2475652 117280 1244860    0    0     0    48 1159   919 24  1 75  0
 1  0    144 2475908 117280 1244860    0    0     0     0 1170   982 24  1 75  0
 1  0    144 2475908 117280 1244860    0    0     0     0 1150  1062 24  1 75  0
 1  0    144 2475980 117280 1244860    0    0     0    48 1159  1065 24  1 75  0
 1  0    144 2475852 117280 1244860    0    0     0     4 1162  1052 24  1 75  0
 1  0    144 2476420 117280 1244860    0    0     0    54 1169   878 24  1 75  0
 1  0    144 2476548 117280 1244860    0    0     0     0 1162   965 24  1 75  0
 1  0    144 2476620 117280 1244860    0    0     0     0 1152  1063 24  1 75  0
 1  0    144 2476620 117280 1244860    0    0     0    34 1167  1061 24  1 75  0
 1  0    144 2476556 117280 1244860    0    0     0    84 1173  1047 24  1 75  0
 1  0    144 2476740 117280 1244860    0    0     0    44 1160   910 24  1 75  0
 1  0    144 2476932 117280 1244860    0    0     0     0 1175   993 24  1 75  0
 1  0    144 2476868 117280 1244860    0    0     0     0 1159  1076 24  1 75  0
 1  0    144 2476876 117280 1244860    0    0     0    34 1165  2769 24  1 75  0
 1  0    144 2476748 117280 1244860    0    0     0     0 1162  2874 24  1 75  0
 1  0    144 2477124 117280 1244860    0    0     0    48 1162  2077 24  1 75  0
procs -----------memory---------- ---swap-- -----io---- --system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in    cs us sy id wa
 1  0    144 2477124 117280 1244860    0    0     0     0 1164  2686 24  1 75  0
 1  0    144 2477132 117280 1244860    0    0     0     0 1154  2854 24  1 75  0
 1  0    144 2477196 117280 1244860    0    0     0    34 1157  3256 24  1 75  0
 1  0    144 2477196 117280 1244860    0    0     0     0 1161  2516 24  1 75  0
 1  0    144 2477444 117280 1244860    0    0     0    38 1157  2033 24  1 75  0
 1  0    144 2477956 117280 1244860    0    0     0     4 1166  2304 24  1 75  0
 1  0    144 2478532 117280 1244860    0    0     0     0 1172  3610 24  1 75  0
 1  0    144 2479244 117280 1244860    0    0     0    32 1168  3185 24  1 75  0
 1  0    144 2480844 117280 1244860    0    0     0     0 1166  3548 24  1 75  0
Mon Aug 18 15:28:01 PDT 2008
procs -----------memory---------- ---swap-- -----io---- --system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in    cs us sy id wa
 1  0    144 2480908 117280 1244860    0    0     1     9    3     1 10  1 88  0
 1  0    144 2479748 117280 1245120    0    0     0    66 1168  2879 24  1 75  0
 1  0    144 2479876 117280 1245120    0    0     0    34 1163  2948 24  1 75  0
 1  0    144 2481868 117280 1245120    0    0     0     0 1160  3676 24  1 75  0
 1  0    144 2482636 117280 1245120    0    0     0    32 1208  3579 24  1 75  0
 1  0    144 2482700 117280 1245120    0    0     0     0 1155  2994 24  1 75  0
 1  0    144 2482244 117280 1245120    0    0     0    46 1160  3448 24  2 75  0
 1  0    144 2482948 117280 1245120    0    0     0     0 1166  3502 24  2 75  0
 1  0    144 2483588 117280 1245120    0    0     0     0 1199  3243 24  1 75  0
 1  0    144 2483276 117280 1245120    0    0     0    34 1161  3447 24  1 75  0
 1  0    144 2483148 117280 1245120    0    0     0     0 1149  3229 24  1 75  0
 1  0    144 2480068 117280 1245120    0    0     0    38 1163  2894 24  1 75  0
 1  0    144 2480324 117280 1245120    0    0     0     0 1157  3418 24  1 75  0
 1  0    144 2481100 117280 1245120    0    0     0     0 1149  3467 24  1 75  0
 1  0    144 2481548 117280 1245120    0    0     0    42 1165  3012 24  1 75  0
 1  0    144 2482444 117280 1245120    0    0     0     4 1151  3077 24  1 75  0
 1  0    144 2481860 117280 1245120    0    0     0    50 1160  2934 24  1 75  0
 1  0    144 2482820 117280 1245120    0    0     0     0 1169  3836 24  1 75  0
 1  0    144 2482820 117280 1245120    0    0     0     0 1165  3275 24  1 75  0
 1  0    144 2482828 117280 1245120    0    0     0    42 1165  1997 24  1 75  0
 1  0    144 2482700 117280 1245120    0    0     0    26 1163  2193 24  1 75  0
procs -----------memory---------- ---swap-- -----io---- --system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in    cs us sy id wa
 1  0    144 2481092 117280 1245120    0    0     0    44 1157  2737 24  1 75  0
 1  0    144 2481092 117280 1245120    0    0     0     0 1162  2568 24  1 75  0
 1  0    144 2481036 117280 1245120    0    0     0     0 1148  2846 24  1 75  0
 1  0    144 2481036 117280 1245120    0    0     0    34 1157  2498 24  1 75  0
 1  0    144 2481036 117280 1245120    0    0     0     0 1159  2137 24  1 75  0
 1  0    144 2480004 117280 1245120    0    0     0    46 1166  2540 24  1 74  0
 1  0    144 2480196 117280 1245120    0    0     0     0 1162  2838 24  1 75  0
 1  0    144 2481092 117280 1245120    0    0     0     0 1156  3520 24  1 75  0
 1  0    144 2482380 117280 1245120    0    0     0    34 1165  3281 24  1 75  0
Mon Aug 18 15:28:59 PDT 2008
procs -----------memory---------- ---swap-- -----io---- --system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in    cs us sy id wa
 1  0    144 2482508 117280 1245120    0    0     1     9    3     1 10  1 88  0
 1  0    144 2483212 117280 1245120    0    0     0     0 1167  4147 24  1 75  0
 1  0    144 2481092 117280 1245120    0    0     0    66 1160  2414 25  1 75  0
 1  0    144 2481412 117280 1245120    0    0     0     4 1165  3727 24  1 75  0
 1  0    144 2483340 117280 1245120    0    0     0     0 1153  4091 24  1 75  0
 1  0    144 2483660 117280 1245120    0    0     0    32 1196  3370 24  1 75  0
 1  0    144 2484556 117280 1245120    0    0     0     0 1162  2810 24  1 75  0
 1  0    144 2482180 117280 1245120    0    0     0    38 1161  2639 24  1 75  0
 1  0    144 2482052 117280 1245120    0    0     0    40 1179  3057 24  1 75  0
 1  0    144 2482180 117280 1245120    0    0     0     0 1161  2874 24  1 75  0
 1  0    144 2482188 117280 1245120    0    0     0    32 1158  1954 24  1 75  0
 1  0    144 2482188 117280 1245120    0    0     0     0 1160  2039 24  1 75  0
 1  0    144 2480324 117280 1245120    0    0     0    46 1167  1049 24  1 75  0
 1  0    144 2480388 117280 1245120    0    0     0     0 1159  1050 24  1 75  0
 1  0    144 2480396 117280 1245120    0    0     0     0 1159  1081 24  1 75  0
 1  0    144 2480396 117280 1245120    0    0     0    34 1223  1217 24  1 75  0
 1  0    144 2480396 117280 1245120    0    0     0     0 1177  1138 24  1 75  0
 1  0    144 2480260 117280 1245120    0    0     0    46 1153   947 24  1 75  0
 1  0    144 2480260 117280 1245120    0    0     0     0 1160  1036 24  1 75  0
 1  0    144 2480068 117280 1245120    0    0     0     0 1163  1069 24  1 75  0
 1  0    144 2480204 117280 1245120    0    0     0    34 1166  1151 24  1 75  0
procs -----------memory---------- ---swap-- -----io---- --system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in    cs us sy id wa
 1  0    144 2480012 117280 1245120    0    0     0     4 1167  1089 24  1 75  0
 1  0    144 2478532 117280 1245120    0    0     0    56 1158   918 24  1 75  0
 1  0    144 2478468 117280 1245120    0    0     0     0 1159   939 24  1 75  0
 1  0    144 2478540 117280 1245120    0    0     0     0 1157  1038 24  1 75  0
 1  0    144 2478540 117280 1245120    0    0     0    42 1168  1111 24  1 75  0
 1  0    144 2478540 117280 1245120    0    0     0    28 1169  1114 24  1 75  0
 1  0    144 2476996 117280 1245120    0    0     0    44 1160   925 24  1 75  0
 1  0    144 2476996 117280 1245120    0    0     0     0 1157   937 24  1 75  0
 1  0    144 2476996 117280 1245120    0    0     0     0 1172  1055 24  1 75  0
Mon Aug 18 15:29:57 PDT 2008
procs -----------memory---------- ---swap-- -----io---- --system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in    cs us sy id wa
 1  0    144 2476996 117280 1245120    0    0     1     9    3     1 10  1 88  0
 1  0    144 2476812 117280 1245120    0    0     0    54 1161  1089 24  1 75  0
 1  0    144 2476812 117280 1245120    0    0     0     0 1163  2643 24  1 75  0
 1  0    144 2476100 117280 1245120    0    0     0    48 1159  2481 24  1 75  0
 1  0    144 2476548 117280 1245120    0    0     0     0 1170  2424 24  1 75  0
 1  0    144 2476556 117280 1245120    0    0     0     0 1157  2386 24  1 75  0
 1  0    144 2476556 117280 1245120    0    0     0    34 1199  3831 24  1 75  0
 1  0    144 2476812 117280 1245120    0    0     0     0 1159  3695 24  1 75  0
 1  0    144 2477252 117280 1245120    0    0     0    46 1162  1618 24  1 75  0
 1  0    144 2477828 117280 1245120    0    0     0     4 1166  2153 24  1 75  0
 1  0    144 2477828 117280 1245120    0    0     0     0 1154  3631 24  1 75  0
 1  0    144 2477836 117280 1245120    0    0     0    32 1165  2793 24  1 75  0
 1  0    144 2477836 117280 1245120    0    0     0     0 1156  3240 24  1 75  0
 1  0    144 2478148 117280 1245120    0    0     0    46 1206  2259 24  1 75  0
 1  0    144 2478724 117280 1245120    0    0     0    38 1234  3500 24  1 75  0
 1  0    144 2478796 117280 1245120    0    0     0     0 1163  2688 24  1 75  0
